sample_index,source_device,circuit_name,qasm_path,target_column,target_time_taken,target_semantics
0,osaka,qpeinexact_indep_qiskit_110,data/quantum_circuits/qpeinexact_indep_qiskit_110.qasm,time_taken,8.546002119,Ma-Li upstream time_taken; device-labelled run
164,osaka,su2random_indep_qiskit_68,data/quantum_circuits/su2random_indep_qiskit_68.qasm,time_taken,6.627926535666666,Ma-Li upstream time_taken; device-labelled run
165,osaka,random_indep_qiskit_62,data/quantum_circuits/random_indep_qiskit_62.qasm,time_taken,11.795516367000005,Ma-Li upstream time_taken; device-labelled run
166,osaka,qpeinexact_indep_qiskit_127,data/quantum_circuits/qpeinexact_indep_qiskit_127.qasm,time_taken,10.808390158333331,Ma-Li upstream time_taken; device-labelled run
167,osaka,qpeinexact_indep_qiskit_123,data/quantum_circuits/qpeinexact_indep_qiskit_123.qasm,time_taken,10.803038577,Ma-Li upstream time_taken; device-labelled run
168,osaka,su2random_indep_qiskit_78,data/quantum_circuits/su2random_indep_qiskit_78.qasm,time_taken,8.809418659666667,Ma-Li upstream time_taken; device-labelled run
169,osaka,qnn_indep_qiskit_53,data/quantum_circuits/qnn_indep_qiskit_53.qasm,time_taken,4.147578059333333,Ma-Li upstream time_taken; device-labelled run
170,osaka,qnn_indep_qiskit_47,data/quantum_circuits/qnn_indep_qiskit_47.qasm,time_taken,3.146045613,Ma-Li upstream time_taken; device-labelled run
171,osaka,qftentangled_indep_qiskit_115,data/quantum_circuits/qftentangled_indep_qiskit_115.qasm,time_taken,10.71053175166667,Ma-Li upstream time_taken; device-labelled run
172,osaka,qftentangled_indep_qiskit_114,data/quantum_circuits/qftentangled_indep_qiskit_114.qasm,time_taken,9.324190215666668,Ma-Li upstream time_taken; device-labelled run
173,osaka,qnn_indep_qiskit_46,data/quantum_circuits/qnn_indep_qiskit_46.qasm,time_taken,3.2044346396666668,Ma-Li upstream time_taken; device-labelled run
174,osaka,qnn_indep_qiskit_52,data/quantum_circuits/qnn_indep_qiskit_52.qasm,time_taken,4.104123383,Ma-Li upstream time_taken; device-labelled run
175,osaka,su2random_indep_qiskit_79,data/quantum_circuits/su2random_indep_qiskit_79.qasm,time_taken,8.903392932333334,Ma-Li upstream time_taken; device-labelled run
176,osaka,qpeinexact_indep_qiskit_122,data/quantum_circuits/qpeinexact_indep_qiskit_122.qasm,time_taken,10.441375048,Ma-Li upstream time_taken; device-labelled run
177,osaka,qpeinexact_indep_qiskit_108,data/quantum_circuits/qpeinexact_indep_qiskit_108.qasm,time_taken,8.652805397333333,Ma-Li upstream time_taken; device-labelled run
178,osaka,random_indep_qiskit_59,data/quantum_circuits/random_indep_qiskit_59.qasm,time_taken,11.010818769000002,Ma-Li upstream time_taken; device-labelled run
179,osaka,qpeinexact_indep_qiskit_120,data/quantum_circuits/qpeinexact_indep_qiskit_120.qasm,time_taken,9.850041436333331,Ma-Li upstream time_taken; device-labelled run
180,osaka,qnn_indep_qiskit_44,data/quantum_circuits/qnn_indep_qiskit_44.qasm,time_taken,3.533997432,Ma-Li upstream time_taken; device-labelled run
181,osaka,qnn_indep_qiskit_50,data/quantum_circuits/qnn_indep_qiskit_50.qasm,time_taken,3.918767016,Ma-Li upstream time_taken; device-labelled run
182,osaka,qftentangled_indep_qiskit_102,data/quantum_circuits/qftentangled_indep_qiskit_102.qasm,time_taken,7.214943069,Ma-Li upstream time_taken; device-labelled run
183,osaka,qftentangled_indep_qiskit_116,data/quantum_circuits/qftentangled_indep_qiskit_116.qasm,time_taken,8.634329982666666,Ma-Li upstream time_taken; device-labelled run
184,osaka,qftentangled_indep_qiskit_117,data/quantum_circuits/qftentangled_indep_qiskit_117.qasm,time_taken,8.969100876333334,Ma-Li upstream time_taken; device-labelled run
185,osaka,qftentangled_indep_qiskit_103,data/quantum_circuits/qftentangled_indep_qiskit_103.qasm,time_taken,7.261130435999999,Ma-Li upstream time_taken; device-labelled run
186,osaka,qnn_indep_qiskit_51,data/quantum_circuits/qnn_indep_qiskit_51.qasm,time_taken,4.202860153333334,Ma-Li upstream time_taken; device-labelled run
187,osaka,qnn_indep_qiskit_45,data/quantum_circuits/qnn_indep_qiskit_45.qasm,time_taken,3.25645137,Ma-Li upstream time_taken; device-labelled run
188,osaka,qpeinexact_indep_qiskit_121,data/quantum_circuits/qpeinexact_indep_qiskit_121.qasm,time_taken,9.374097513666667,Ma-Li upstream time_taken; device-labelled run
189,osaka,random_indep_qiskit_58,data/quantum_circuits/random_indep_qiskit_58.qasm,time_taken,9.978735220666668,Ma-Li upstream time_taken; device-labelled run
190,osaka,random_indep_qiskit_64,data/quantum_circuits/random_indep_qiskit_64.qasm,time_taken,12.138986933333335,Ma-Li upstream time_taken; device-labelled run
191,osaka,qpeinexact_indep_qiskit_109,data/quantum_circuits/qpeinexact_indep_qiskit_109.qasm,time_taken,8.759366415666667,Ma-Li upstream time_taken; device-labelled run
0,kyoto,random_indep_qiskit_55,data/quantum_circuits/random_indep_qiskit_55.qasm,time_taken,10.609888865,Ma-Li upstream time_taken; device-labelled run
1,kyoto,su2random_indep_qiskit_77,data/quantum_circuits/su2random_indep_qiskit_77.qasm,time_taken,9.971929637666664,Ma-Li upstream time_taken; device-labelled run
2,kyoto,su2random_indep_qiskit_63,data/quantum_circuits/su2random_indep_qiskit_63.qasm,time_taken,5.868165223666668,Ma-Li upstream time_taken; device-labelled run
3,kyoto,qnn_indep_qiskit_48,data/quantum_circuits/qnn_indep_qiskit_48.qasm,time_taken,4.027967394666667,Ma-Li upstream time_taken; device-labelled run
4,kyoto,qftentangled_indep_qiskit_126,data/quantum_circuits/qftentangled_indep_qiskit_126.qasm,time_taken,11.181028272666666,Ma-Li upstream time_taken; device-labelled run
5,kyoto,qftentangled_indep_qiskit_127,data/quantum_circuits/qftentangled_indep_qiskit_127.qasm,time_taken,11.516551934666666,Ma-Li upstream time_taken; device-labelled run
6,kyoto,qnn_indep_qiskit_49,data/quantum_circuits/qnn_indep_qiskit_49.qasm,time_taken,3.8790448456666655,Ma-Li upstream time_taken; device-labelled run
7,kyoto,su2random_indep_qiskit_76,data/quantum_circuits/su2random_indep_qiskit_76.qasm,time_taken,8.658455423000001,Ma-Li upstream time_taken; device-labelled run
8,kyoto,random_indep_qiskit_54,data/quantum_circuits/random_indep_qiskit_54.qasm,time_taken,10.103417591333333,Ma-Li upstream time_taken; device-labelled run
9,kyoto,random_indep_qiskit_56,data/quantum_circuits/random_indep_qiskit_56.qasm,time_taken,9.992737239,Ma-Li upstream time_taken; device-labelled run
10,kyoto,su2random_indep_qiskit_74,data/quantum_circuits/su2random_indep_qiskit_74.qasm,time_taken,8.322182765333332,Ma-Li upstream time_taken; device-labelled run
11,kyoto,qftentangled_indep_qiskit_125,data/quantum_circuits/qftentangled_indep_qiskit_125.qasm,time_taken,8.865216134666667,Ma-Li upstream time_taken; device-labelled run
12,kyoto,qftentangled_indep_qiskit_119,data/quantum_circuits/qftentangled_indep_qiskit_119.qasm,time_taken,9.936943398333334,Ma-Li upstream time_taken; device-labelled run
13,kyoto,qftentangled_indep_qiskit_118,data/quantum_circuits/qftentangled_indep_qiskit_118.qasm,time_taken,7.984265499999999,Ma-Li upstream time_taken; device-labelled run
14,kyoto,qftentangled_indep_qiskit_124,data/quantum_circuits/qftentangled_indep_qiskit_124.qasm,time_taken,9.884985459999998,Ma-Li upstream time_taken; device-labelled run
15,kyoto,su2random_indep_qiskit_75,data/quantum_circuits/su2random_indep_qiskit_75.qasm,time_taken,7.496781506,Ma-Li upstream time_taken; device-labelled run
16,kyoto,random_indep_qiskit_57,data/quantum_circuits/random_indep_qiskit_57.qasm,time_taken,9.71524038066667,Ma-Li upstream time_taken; device-labelled run
17,kyoto,random_indep_qiskit_53,data/quantum_circuits/random_indep_qiskit_53.qasm,time_taken,8.972916130333333,Ma-Li upstream time_taken; device-labelled run
18,kyoto,qpeinexact_indep_qiskit_116,data/quantum_circuits/qpeinexact_indep_qiskit_116.qasm,time_taken,9.314284184666665,Ma-Li upstream time_taken; device-labelled run
19,kyoto,su2random_indep_qiskit_65,data/quantum_circuits/su2random_indep_qiskit_65.qasm,time_taken,6.844094074,Ma-Li upstream time_taken; device-labelled run
20,kyoto,su2random_indep_qiskit_71,data/quantum_circuits/su2random_indep_qiskit_71.qasm,time_taken,6.316906082666667,Ma-Li upstream time_taken; device-labelled run
21,kyoto,qftentangled_indep_qiskit_108,data/quantum_circuits/qftentangled_indep_qiskit_108.qasm,time_taken,8.254753241666666,Ma-Li upstream time_taken; device-labelled run
22,kyoto,qftentangled_indep_qiskit_120,data/quantum_circuits/qftentangled_indep_qiskit_120.qasm,time_taken,8.780554115,Ma-Li upstream time_taken; device-labelled run
23,kyoto,qwalk-noancilla_indep_qiskit_9,data/quantum_circuits/qwalk-noancilla_indep_qiskit_9.qasm,time_taken,13.376375165333334,Ma-Li upstream time_taken; device-labelled run
24,kyoto,qftentangled_indep_qiskit_121,data/quantum_circuits/qftentangled_indep_qiskit_121.qasm,time_taken,9.344313628333332,Ma-Li upstream time_taken; device-labelled run
25,kyoto,qftentangled_indep_qiskit_109,data/quantum_circuits/qftentangled_indep_qiskit_109.qasm,time_taken,7.712161418333333,Ma-Li upstream time_taken; device-labelled run
26,kyoto,su2random_indep_qiskit_70,data/quantum_circuits/su2random_indep_qiskit_70.qasm,time_taken,7.328177086666667,Ma-Li upstream time_taken; device-labelled run
27,kyoto,su2random_indep_qiskit_64,data/quantum_circuits/su2random_indep_qiskit_64.qasm,time_taken,6.548132050666666,Ma-Li upstream time_taken; device-labelled run
28,kyoto,qpeinexact_indep_qiskit_117,data/quantum_circuits/qpeinexact_indep_qiskit_117.qasm,time_taken,9.981295615333332,Ma-Li upstream time_taken; device-labelled run
29,kyoto,random_indep_qiskit_52,data/quantum_circuits/random_indep_qiskit_52.qasm,time_taken,8.542477687666667,Ma-Li upstream time_taken; device-labelled run
30,kyoto,qpeinexact_indep_qiskit_115,data/quantum_circuits/qpeinexact_indep_qiskit_115.qasm,time_taken,8.756001970333333,Ma-Li upstream time_taken; device-labelled run
31,kyoto,su2random_indep_qiskit_72,data/quantum_circuits/su2random_indep_qiskit_72.qasm,time_taken,7.818296871333332,Ma-Li upstream time_taken; device-labelled run
32,kyoto,su2random_indep_qiskit_66,data/quantum_circuits/su2random_indep_qiskit_66.qasm,time_taken,7.952688728333332,Ma-Li upstream time_taken; device-labelled run
33,kyoto,qftentangled_indep_qiskit_123,data/quantum_circuits/qftentangled_indep_qiskit_123.qasm,time_taken,10.693567046333335,Ma-Li upstream time_taken; device-labelled run
34,kyoto,qftentangled_indep_qiskit_122,data/quantum_circuits/qftentangled_indep_qiskit_122.qasm,time_taken,8.900713713,Ma-Li upstream time_taken; device-labelled run
35,kyoto,su2random_indep_qiskit_67,data/quantum_circuits/su2random_indep_qiskit_67.qasm,time_taken,7.072269080333332,Ma-Li upstream time_taken; device-labelled run
36,kyoto,su2random_indep_qiskit_73,data/quantum_circuits/su2random_indep_qiskit_73.qasm,time_taken,8.380847304666666,Ma-Li upstream time_taken; device-labelled run
37,kyoto,qpeinexact_indep_qiskit_114,data/quantum_circuits/qpeinexact_indep_qiskit_114.qasm,time_taken,8.867010171666665,Ma-Li upstream time_taken; device-labelled run
38,kyoto,random_indep_qiskit_51,data/quantum_circuits/random_indep_qiskit_51.qasm,time_taken,7.980924129333332,Ma-Li upstream time_taken; device-labelled run
39,kyoto,twolocalrandom_indep_qiskit_64,data/quantum_circuits/twolocalrandom_indep_qiskit_64.qasm,time_taken,7.509032515333334,Ma-Li upstream time_taken; device-labelled run
40,kyoto,twolocalrandom_indep_qiskit_70,data/quantum_circuits/twolocalrandom_indep_qiskit_70.qasm,time_taken,7.287366488333333,Ma-Li upstream time_taken; device-labelled run
41,kyoto,realamprandom_indep_qiskit_79,data/quantum_circuits/realamprandom_indep_qiskit_79.qasm,time_taken,9.049002081333333,Ma-Li upstream time_taken; device-labelled run
42,kyoto,qft_indep_qiskit_127,data/quantum_circuits/qft_indep_qiskit_127.qasm,time_taken,10.861695675,Ma-Li upstream time_taken; device-labelled run
43,kyoto,qft_indep_qiskit_126,data/quantum_circuits/qft_indep_qiskit_126.qasm,time_taken,9.989640379,Ma-Li upstream time_taken; device-labelled run
44,kyoto,realamprandom_indep_qiskit_78,data/quantum_circuits/realamprandom_indep_qiskit_78.qasm,time_taken,8.519939900333332,Ma-Li upstream time_taken; device-labelled run
45,kyoto,twolocalrandom_indep_qiskit_71,data/quantum_circuits/twolocalrandom_indep_qiskit_71.qasm,time_taken,7.566844959333333,Ma-Li upstream time_taken; device-labelled run
46,kyoto,twolocalrandom_indep_qiskit_65,data/quantum_circuits/twolocalrandom_indep_qiskit_65.qasm,time_taken,5.917471137333334,Ma-Li upstream time_taken; device-labelled run
47,kyoto,twolocalrandom_indep_qiskit_73,data/quantum_circuits/twolocalrandom_indep_qiskit_73.qasm,time_taken,8.951928324333332,Ma-Li upstream time_taken; device-labelled run
48,kyoto,twolocalrandom_indep_qiskit_67,data/quantum_circuits/twolocalrandom_indep_qiskit_67.qasm,time_taken,7.422270813,Ma-Li upstream time_taken; device-labelled run
49,kyoto,qft_indep_qiskit_124,data/quantum_circuits/qft_indep_qiskit_124.qasm,time_taken,9.006403038666667,Ma-Li upstream time_taken; device-labelled run
50,kyoto,qft_indep_qiskit_118,data/quantum_circuits/qft_indep_qiskit_118.qasm,time_taken,8.350245379,Ma-Li upstream time_taken; device-labelled run
51,kyoto,qft_indep_qiskit_119,data/quantum_circuits/qft_indep_qiskit_119.qasm,time_taken,9.603615799,Ma-Li upstream time_taken; device-labelled run
52,kyoto,qft_indep_qiskit_125,data/quantum_circuits/qft_indep_qiskit_125.qasm,time_taken,9.507636137333334,Ma-Li upstream time_taken; device-labelled run
53,kyoto,twolocalrandom_indep_qiskit_66,data/quantum_circuits/twolocalrandom_indep_qiskit_66.qasm,time_taken,7.366155682666666,Ma-Li upstream time_taken; device-labelled run
54,kyoto,twolocalrandom_indep_qiskit_72,data/quantum_circuits/twolocalrandom_indep_qiskit_72.qasm,time_taken,7.945091131333334,Ma-Li upstream time_taken; device-labelled run
55,kyoto,twolocalrandom_indep_qiskit_76,data/quantum_circuits/twolocalrandom_indep_qiskit_76.qasm,time_taken,9.656292771333334,Ma-Li upstream time_taken; device-labelled run
56,kyoto,qpeexact_indep_qiskit_116,data/quantum_circuits/qpeexact_indep_qiskit_116.qasm,time_taken,10.059297485,Ma-Li upstream time_taken; device-labelled run
57,kyoto,realamprandom_indep_qiskit_80,data/quantum_circuits/realamprandom_indep_qiskit_80.qasm,time_taken,8.453854231000001,Ma-Li upstream time_taken; device-labelled run
58,kyoto,qft_indep_qiskit_109,data/quantum_circuits/qft_indep_qiskit_109.qasm,time_taken,8.288131461666666,Ma-Li upstream time_taken; device-labelled run
59,kyoto,qft_indep_qiskit_121,data/quantum_circuits/qft_indep_qiskit_121.qasm,time_taken,9.102412198666668,Ma-Li upstream time_taken; device-labelled run
60,kyoto,qft_indep_qiskit_120,data/quantum_circuits/qft_indep_qiskit_120.qasm,time_taken,9.545154162333334,Ma-Li upstream time_taken; device-labelled run
61,kyoto,qft_indep_qiskit_108,data/quantum_circuits/qft_indep_qiskit_108.qasm,time_taken,8.617155486666666,Ma-Li upstream time_taken; device-labelled run
62,kyoto,qpeexact_indep_qiskit_117,data/quantum_circuits/qpeexact_indep_qiskit_117.qasm,time_taken,8.995760348,Ma-Li upstream time_taken; device-labelled run
63,kyoto,twolocalrandom_indep_qiskit_63,data/quantum_circuits/twolocalrandom_indep_qiskit_63.qasm,time_taken,6.2847671740000015,Ma-Li upstream time_taken; device-labelled run
64,kyoto,twolocalrandom_indep_qiskit_77,data/quantum_circuits/twolocalrandom_indep_qiskit_77.qasm,time_taken,8.639806972333334,Ma-Li upstream time_taken; device-labelled run
65,kyoto,twolocalrandom_indep_qiskit_75,data/quantum_circuits/twolocalrandom_indep_qiskit_75.qasm,time_taken,9.071346864666667,Ma-Li upstream time_taken; device-labelled run
66,kyoto,qpeexact_indep_qiskit_115,data/quantum_circuits/qpeexact_indep_qiskit_115.qasm,time_taken,9.143341178666669,Ma-Li upstream time_taken; device-labelled run
67,kyoto,realamprandom_indep_qiskit_68,data/quantum_circuits/realamprandom_indep_qiskit_68.qasm,time_taken,7.644305203999999,Ma-Li upstream time_taken; device-labelled run
68,kyoto,qft_indep_qiskit_122,data/quantum_circuits/qft_indep_qiskit_122.qasm,time_taken,9.657078057666668,Ma-Li upstream time_taken; device-labelled run
69,kyoto,qft_indep_qiskit_123,data/quantum_circuits/qft_indep_qiskit_123.qasm,time_taken,11.274273589666668,Ma-Li upstream time_taken; device-labelled run
70,kyoto,realamprandom_indep_qiskit_69,data/quantum_circuits/realamprandom_indep_qiskit_69.qasm,time_taken,7.986583398,Ma-Li upstream time_taken; device-labelled run
71,kyoto,twolocalrandom_indep_qiskit_74,data/quantum_circuits/twolocalrandom_indep_qiskit_74.qasm,time_taken,8.819408015999999,Ma-Li upstream time_taken; device-labelled run
72,kyoto,twolocalrandom_indep_qiskit_79,data/quantum_circuits/twolocalrandom_indep_qiskit_79.qasm,time_taken,9.658107897666667,Ma-Li upstream time_taken; device-labelled run
73,kyoto,qpeexact_indep_qiskit_119,data/quantum_circuits/qpeexact_indep_qiskit_119.qasm,time_taken,9.571055423,Ma-Li upstream time_taken; device-labelled run
74,kyoto,qpeexact_indep_qiskit_125,data/quantum_circuits/qpeexact_indep_qiskit_125.qasm,time_taken,11.730143633000004,Ma-Li upstream time_taken; device-labelled run
75,kyoto,realamprandom_indep_qiskit_70,data/quantum_circuits/realamprandom_indep_qiskit_70.qasm,time_taken,7.324448773666667,Ma-Li upstream time_taken; device-labelled run
76,kyoto,realamprandom_indep_qiskit_64,data/quantum_circuits/realamprandom_indep_qiskit_64.qasm,time_taken,7.060306766666667,Ma-Li upstream time_taken; device-labelled run
77,kyoto,qft_indep_qiskit_112,data/quantum_circuits/qft_indep_qiskit_112.qasm,time_taken,8.877431533666668,Ma-Li upstream time_taken; device-labelled run
78,kyoto,qft_indep_qiskit_113,data/quantum_circuits/qft_indep_qiskit_113.qasm,time_taken,8.106675293,Ma-Li upstream time_taken; device-labelled run
79,kyoto,realamprandom_indep_qiskit_65,data/quantum_circuits/realamprandom_indep_qiskit_65.qasm,time_taken,7.239351634666668,Ma-Li upstream time_taken; device-labelled run
80,kyoto,realamprandom_indep_qiskit_71,data/quantum_circuits/realamprandom_indep_qiskit_71.qasm,time_taken,7.568773294333333,Ma-Li upstream time_taken; device-labelled run
81,kyoto,qpeexact_indep_qiskit_124,data/quantum_circuits/qpeexact_indep_qiskit_124.qasm,time_taken,10.193362387000002,Ma-Li upstream time_taken; device-labelled run
82,kyoto,qpeexact_indep_qiskit_118,data/quantum_circuits/qpeexact_indep_qiskit_118.qasm,time_taken,10.494290383666666,Ma-Li upstream time_taken; device-labelled run
83,kyoto,twolocalrandom_indep_qiskit_78,data/quantum_circuits/twolocalrandom_indep_qiskit_78.qasm,time_taken,8.496730056666665,Ma-Li upstream time_taken; device-labelled run
84,kyoto,qpeexact_indep_qiskit_126,data/quantum_circuits/qpeexact_indep_qiskit_126.qasm,time_taken,9.240009064333334,Ma-Li upstream time_taken; device-labelled run
85,kyoto,realamprandom_indep_qiskit_67,data/quantum_circuits/realamprandom_indep_qiskit_67.qasm,time_taken,7.109526706333334,Ma-Li upstream time_taken; device-labelled run
86,kyoto,realamprandom_indep_qiskit_73,data/quantum_circuits/realamprandom_indep_qiskit_73.qasm,time_taken,7.855828310999999,Ma-Li upstream time_taken; device-labelled run
87,kyoto,qft_indep_qiskit_111,data/quantum_circuits/qft_indep_qiskit_111.qasm,time_taken,7.747324679000001,Ma-Li upstream time_taken; device-labelled run
88,kyoto,qft_indep_qiskit_110,data/quantum_circuits/qft_indep_qiskit_110.qasm,time_taken,8.120091419666666,Ma-Li upstream time_taken; device-labelled run
89,kyoto,realamprandom_indep_qiskit_72,data/quantum_circuits/realamprandom_indep_qiskit_72.qasm,time_taken,8.374927527666667,Ma-Li upstream time_taken; device-labelled run
90,kyoto,realamprandom_indep_qiskit_66,data/quantum_circuits/realamprandom_indep_qiskit_66.qasm,time_taken,6.6097478653333335,Ma-Li upstream time_taken; device-labelled run
91,kyoto,qpeexact_indep_qiskit_127,data/quantum_circuits/qpeexact_indep_qiskit_127.qasm,time_taken,10.362000485666668,Ma-Li upstream time_taken; device-labelled run
92,kyoto,twolocalrandom_indep_qiskit_80,data/quantum_circuits/twolocalrandom_indep_qiskit_80.qasm,time_taken,9.937363636,Ma-Li upstream time_taken; device-labelled run
93,kyoto,qpeexact_indep_qiskit_123,data/quantum_circuits/qpeexact_indep_qiskit_123.qasm,time_taken,10.565147427,Ma-Li upstream time_taken; device-labelled run
94,kyoto,realamprandom_indep_qiskit_76,data/quantum_circuits/realamprandom_indep_qiskit_76.qasm,time_taken,8.691142174666668,Ma-Li upstream time_taken; device-labelled run
95,kyoto,qft_indep_qiskit_114,data/quantum_circuits/qft_indep_qiskit_114.qasm,time_taken,8.871576452,Ma-Li upstream time_taken; device-labelled run
96,kyoto,qft_indep_qiskit_115,data/quantum_circuits/qft_indep_qiskit_115.qasm,time_taken,10.630031033666668,Ma-Li upstream time_taken; device-labelled run
97,kyoto,realamprandom_indep_qiskit_77,data/quantum_circuits/realamprandom_indep_qiskit_77.qasm,time_taken,8.494324818666668,Ma-Li upstream time_taken; device-labelled run
98,kyoto,realamprandom_indep_qiskit_63,data/quantum_circuits/realamprandom_indep_qiskit_63.qasm,time_taken,6.211742253333331,Ma-Li upstream time_taken; device-labelled run
99,kyoto,qpeexact_indep_qiskit_122,data/quantum_circuits/qpeexact_indep_qiskit_122.qasm,time_taken,9.802910148333332,Ma-Li upstream time_taken; device-labelled run
100,kyoto,twolocalrandom_indep_qiskit_68,data/quantum_circuits/twolocalrandom_indep_qiskit_68.qasm,time_taken,7.990887578,Ma-Li upstream time_taken; device-labelled run
101,kyoto,qpeexact_indep_qiskit_120,data/quantum_circuits/qpeexact_indep_qiskit_120.qasm,time_taken,9.729737555,Ma-Li upstream time_taken; device-labelled run
102,kyoto,realamprandom_indep_qiskit_75,data/quantum_circuits/realamprandom_indep_qiskit_75.qasm,time_taken,8.329864510333335,Ma-Li upstream time_taken; device-labelled run
103,kyoto,qft_indep_qiskit_117,data/quantum_circuits/qft_indep_qiskit_117.qasm,time_taken,8.669235037333332,Ma-Li upstream time_taken; device-labelled run
104,kyoto,qft_indep_qiskit_116,data/quantum_circuits/qft_indep_qiskit_116.qasm,time_taken,10.211631309333336,Ma-Li upstream time_taken; device-labelled run
105,kyoto,realamprandom_indep_qiskit_74,data/quantum_circuits/realamprandom_indep_qiskit_74.qasm,time_taken,8.134439638666667,Ma-Li upstream time_taken; device-labelled run
106,kyoto,qpeexact_indep_qiskit_121,data/quantum_circuits/qpeexact_indep_qiskit_121.qasm,time_taken,9.898603323666668,Ma-Li upstream time_taken; device-labelled run
107,kyoto,twolocalrandom_indep_qiskit_69,data/quantum_circuits/twolocalrandom_indep_qiskit_69.qasm,time_taken,7.586910108666667,Ma-Li upstream time_taken; device-labelled run
108,kyoto,qpeinexact_indep_qiskit_125,data/quantum_circuits/qpeinexact_indep_qiskit_125.qasm,time_taken,10.553774538333334,Ma-Li upstream time_taken; device-labelled run
109,kyoto,random_indep_qiskit_60,data/quantum_circuits/random_indep_qiskit_60.qasm,time_taken,10.980865459333332,Ma-Li upstream time_taken; device-labelled run
110,kyoto,qpeinexact_indep_qiskit_119,data/quantum_circuits/qpeinexact_indep_qiskit_119.qasm,time_taken,9.812500931,Ma-Li upstream time_taken; device-labelled run
111,kyoto,qnn_indep_qiskit_55,data/quantum_circuits/qnn_indep_qiskit_55.qasm,time_taken,4.412435020333333,Ma-Li upstream time_taken; device-labelled run
112,kyoto,qftentangled_indep_qiskit_107,data/quantum_circuits/qftentangled_indep_qiskit_107.qasm,time_taken,7.929360971333334,Ma-Li upstream time_taken; device-labelled run
113,kyoto,qftentangled_indep_qiskit_113,data/quantum_circuits/qftentangled_indep_qiskit_113.qasm,time_taken,7.536459377999999,Ma-Li upstream time_taken; device-labelled run
114,kyoto,qftentangled_indep_qiskit_112,data/quantum_circuits/qftentangled_indep_qiskit_112.qasm,time_taken,8.670131633666667,Ma-Li upstream time_taken; device-labelled run
115,kyoto,qnn_indep_qiskit_54,data/quantum_circuits/qnn_indep_qiskit_54.qasm,time_taken,4.159184223333333,Ma-Li upstream time_taken; device-labelled run
116,kyoto,qpeinexact_indep_qiskit_118,data/quantum_circuits/qpeinexact_indep_qiskit_118.qasm,time_taken,9.042171758333334,Ma-Li upstream time_taken; device-labelled run
117,kyoto,random_indep_qiskit_61,data/quantum_circuits/random_indep_qiskit_61.qasm,time_taken,11.494601349000002,Ma-Li upstream time_taken; device-labelled run
118,kyoto,qpeinexact_indep_qiskit_124,data/quantum_circuits/qpeinexact_indep_qiskit_124.qasm,time_taken,10.096937347666668,Ma-Li upstream time_taken; device-labelled run
119,kyoto,qpeinexact_indep_qiskit_126,data/quantum_circuits/qpeinexact_indep_qiskit_126.qasm,time_taken,10.919072999999996,Ma-Li upstream time_taken; device-labelled run
120,kyoto,random_indep_qiskit_63,data/quantum_circuits/random_indep_qiskit_63.qasm,time_taken,12.103481404999998,Ma-Li upstream time_taken; device-labelled run
121,kyoto,su2random_indep_qiskit_69,data/quantum_circuits/su2random_indep_qiskit_69.qasm,time_taken,8.530109372,Ma-Li upstream time_taken; device-labelled run
122,kyoto,qnn_indep_qiskit_56,data/quantum_circuits/qnn_indep_qiskit_56.qasm,time_taken,4.425150426666666,Ma-Li upstream time_taken; device-labelled run
123,kyoto,qftentangled_indep_qiskit_110,data/quantum_circuits/qftentangled_indep_qiskit_110.qasm,time_taken,8.555989720333335,Ma-Li upstream time_taken; device-labelled run
124,kyoto,qftentangled_indep_qiskit_111,data/quantum_circuits/qftentangled_indep_qiskit_111.qasm,time_taken,8.634316736666667,Ma-Li upstream time_taken; device-labelled run
125,kyoto,qnn_indep_qiskit_57,data/quantum_circuits/qnn_indep_qiskit_57.qasm,time_taken,7.3761596906666655,Ma-Li upstream time_taken; device-labelled run
126,kyoto,su2random_indep_qiskit_68,data/quantum_circuits/su2random_indep_qiskit_68.qasm,time_taken,7.040496177666668,Ma-Li upstream time_taken; device-labelled run
127,kyoto,random_indep_qiskit_62,data/quantum_circuits/random_indep_qiskit_62.qasm,time_taken,11.359084016333332,Ma-Li upstream time_taken; device-labelled run
128,kyoto,qpeinexact_indep_qiskit_127,data/quantum_circuits/qpeinexact_indep_qiskit_127.qasm,time_taken,10.887157370000002,Ma-Li upstream time_taken; device-labelled run
129,kyoto,qpeinexact_indep_qiskit_123,data/quantum_circuits/qpeinexact_indep_qiskit_123.qasm,time_taken,10.073303559333334,Ma-Li upstream time_taken; device-labelled run
130,kyoto,su2random_indep_qiskit_78,data/quantum_circuits/su2random_indep_qiskit_78.qasm,time_taken,9.038116559666667,Ma-Li upstream time_taken; device-labelled run
131,kyoto,qnn_indep_qiskit_53,data/quantum_circuits/qnn_indep_qiskit_53.qasm,time_taken,3.8940076616666666,Ma-Li upstream time_taken; device-labelled run
132,kyoto,qnn_indep_qiskit_47,data/quantum_circuits/qnn_indep_qiskit_47.qasm,time_taken,3.4975595493333334,Ma-Li upstream time_taken; device-labelled run
133,kyoto,qftentangled_indep_qiskit_115,data/quantum_circuits/qftentangled_indep_qiskit_115.qasm,time_taken,9.029428435333337,Ma-Li upstream time_taken; device-labelled run
134,kyoto,qftentangled_indep_qiskit_114,data/quantum_circuits/qftentangled_indep_qiskit_114.qasm,time_taken,8.538452867666665,Ma-Li upstream time_taken; device-labelled run
