circuit_id,family,source_file,source_sha256,logical_width,logical_depth,logical_ops,logical_two_qubit_ops,source_status,source_error,screening_status,screening_reason
realamprandom::realamprandom_indep_qiskit_3,realamprandom,data/quantum_circuits/realamprandom_indep_qiskit_3.qasm,79b8fdfbfe6897a226612f9b9e27a4533aac4b48258335fb7746c5f10989cedc,3,14,25,9,ok,,eligible,
realamprandom::realamprandom_indep_qiskit_4,realamprandom,data/quantum_circuits/realamprandom_indep_qiskit_4.qasm,187d76ac82884dc3202418b0e06077eec26afed0c625b228d76b4416e6bfa480,4,18,39,18,ok,,eligible,
realamprandom::realamprandom_indep_qiskit_5,realamprandom,data/quantum_circuits/realamprandom_indep_qiskit_5.qasm,8d3b3ff10a3a80d0dda4e7043cce2b222aaf9e3cc19caa194b8e87da40266ac5,5,22,56,30,ok,,eligible,
realamprandom::realamprandom_indep_qiskit_6,realamprandom,data/quantum_circuits/realamprandom_indep_qiskit_6.qasm,c9931425f0767057491a7e6ab8f1ed937fde917a862097440f57606892bddde9,6,26,76,45,ok,,eligible,
realamprandom::realamprandom_indep_qiskit_7,realamprandom,data/quantum_circuits/realamprandom_indep_qiskit_7.qasm,af19d23c83544c8b7f6be5c42e0254336c9902c1ef454c06b9d45c4582d2fd3d,7,30,99,63,ok,,eligible,
realamprandom::realamprandom_indep_qiskit_8,realamprandom,data/quantum_circuits/realamprandom_indep_qiskit_8.qasm,8ea085ea0c0185c560746ab5988221e203c457e2afbb475976fb99f718e2dad1,8,34,125,84,ok,,eligible,
realamprandom::realamprandom_indep_qiskit_9,realamprandom,data/quantum_circuits/realamprandom_indep_qiskit_9.qasm,bdd8a427e9747bbc01ad8e77a22d61f0314fe8db0de17786839f2193ab0928bd,9,38,154,108,ok,,eligible,
su2random::su2random_indep_qiskit_2,su2random,data/quantum_circuits/su2random_indep_qiskit_2.qasm,66c9180a271ec04f728ab259ed86a24fe52676e6f40a7614b02f79fd13536c91,2,8,14,3,ok,,eligible,
su2random::su2random_indep_qiskit_3,su2random,data/quantum_circuits/su2random_indep_qiskit_3.qasm,c69c35c09a4dcfe7dd09af0b73be8e5f608531bf0baadd794f6861bcf237e40c,3,14,25,9,ok,,eligible,
su2random::su2random_indep_qiskit_4,su2random,data/quantum_circuits/su2random_indep_qiskit_4.qasm,7fabc879bc998db5c05d7cc5b83db2d1704d7587139b714da9cf82639f4f093e,4,18,39,18,ok,,eligible,
su2random::su2random_indep_qiskit_5,su2random,data/quantum_circuits/su2random_indep_qiskit_5.qasm,c1572e3b6e41c965a5943c21ceacdbad56fc868b4ee02ff4ef8af2d2054a0602,5,22,56,30,ok,,eligible,
su2random::su2random_indep_qiskit_6,su2random,data/quantum_circuits/su2random_indep_qiskit_6.qasm,2f497b92b87e3e9f44c1ae23dfbffc7309c1550756e6829eb694d42dd4f2ed03,6,26,76,45,ok,,eligible,
su2random::su2random_indep_qiskit_7,su2random,data/quantum_circuits/su2random_indep_qiskit_7.qasm,4f2368cad1a087f01b7598f13a9afa3b7cea2d6f9e96f79eb390f62213c97af7,7,30,99,63,ok,,eligible,
su2random::su2random_indep_qiskit_8,su2random,data/quantum_circuits/su2random_indep_qiskit_8.qasm,3157278e31c54e80e45de35bfb793aac89eb413e21aabe08b2e0e140de8c0d39,8,34,125,84,ok,,eligible,
su2random::su2random_indep_qiskit_9,su2random,data/quantum_circuits/su2random_indep_qiskit_9.qasm,c6ee0cb7c958cecf010796ce2ad0bb148b9fd660dd52393972c541d9ae422eca,9,38,154,108,ok,,eligible,
vqe::vqe_indep_qiskit_3,vqe,data/quantum_circuits/vqe_indep_qiskit_3.qasm,92c02520f591e3d46218c6839b62acb2a1d5fbcc2ceba197b9265653f1737b24,3,8,17,4,ok,,eligible,
vqe::vqe_indep_qiskit_4,vqe,data/quantum_circuits/vqe_indep_qiskit_4.qasm,23a9403cafedb94bbd2f39d4d9106aca7f890047719b80231d86ac9fb8382383,4,9,23,6,ok,,eligible,
vqe::vqe_indep_qiskit_5,vqe,data/quantum_circuits/vqe_indep_qiskit_5.qasm,8c7594c05053bb7af0015bd637170a669e9d39c1da6edce6a769992b6ef5c9cb,5,10,29,8,ok,,eligible,
vqe::vqe_indep_qiskit_6,vqe,data/quantum_circuits/vqe_indep_qiskit_6.qasm,58501be4f197f4efd57535977a245f6adb39216116363b46836664cd6ca29e10,6,11,35,10,ok,,eligible,
vqe::vqe_indep_qiskit_7,vqe,data/quantum_circuits/vqe_indep_qiskit_7.qasm,63b92ee6c5b54da107e9016de97e2cb7768bfb970ebc025650706533e47d3caf,7,12,41,12,ok,,eligible,
vqe::vqe_indep_qiskit_8,vqe,data/quantum_circuits/vqe_indep_qiskit_8.qasm,6e066adb38de82d96650b3f806e398374e88912fd4688ab9c98f3c94dcd33e16,8,13,47,14,ok,,eligible,
vqe::vqe_indep_qiskit_9,vqe,data/quantum_circuits/vqe_indep_qiskit_9.qasm,bbafe35368c1a915635c383f6aaa4ec709a7c6e055550875d4de11ca0983dbb5,9,14,53,16,ok,,eligible,
wstate::wstate_indep_qiskit_2,wstate,data/quantum_circuits/wstate_indep_qiskit_2.qasm,75b1db396e34d1f1b234ea8dcdc253203a770cecce7f48bb8a126860723c43df,2,5,8,2,ok,,eligible,
wstate::wstate_indep_qiskit_3,wstate,data/quantum_circuits/wstate_indep_qiskit_3.qasm,50a5fc62010017f60b77f8c81e9ddf9bd95419be272d2ec5ed1445aae0c7ac92,3,7,13,4,ok,,eligible,
wstate::wstate_indep_qiskit_4,wstate,data/quantum_circuits/wstate_indep_qiskit_4.qasm,387f2f6f12a10e034ae5b68c11336a9874e87f20871579eec585bfd7311f38c8,4,9,18,6,ok,,eligible,
wstate::wstate_indep_qiskit_5,wstate,data/quantum_circuits/wstate_indep_qiskit_5.qasm,dc97062e3adcbcaf813cae5e970c8a0357a239b8d4a09e77a4e3e4625532d209,5,11,23,8,ok,,eligible,
wstate::wstate_indep_qiskit_6,wstate,data/quantum_circuits/wstate_indep_qiskit_6.qasm,dbfb4dd8bf80cda30461759a3169ec60ac535a27409cf938f691179c6a121ebd,6,13,28,10,ok,,eligible,
wstate::wstate_indep_qiskit_7,wstate,data/quantum_circuits/wstate_indep_qiskit_7.qasm,1dab21c93a580f711efff03a0f4a1d82985cf201219e886ab246e03a9011735c,7,15,33,12,ok,,eligible,
wstate::wstate_indep_qiskit_8,wstate,data/quantum_circuits/wstate_indep_qiskit_8.qasm,e2fba21685e6e7d22d625d8babcc9c51a8911815153e52fc89277e0efe117045,8,17,38,14,ok,,eligible,
wstate::wstate_indep_qiskit_9,wstate,data/quantum_circuits/wstate_indep_qiskit_9.qasm,84c07c56eef046e3c72823b20fb674075b1ab68a85dc6a06baf7f35983e2bd17,9,19,43,16,ok,,eligible,
